,topic_id,turn_id,query,relevance_scores,passage_ids,passages
20,139,2-9,The Taj Mahal sounds beautiful. Tell me more about how the Taj Mahal was built,"[4, 4, 4]","['MARCO_18_3560969961-17', 'MARCO_18_3560969961-2', 'MARCO_19_2049478817-2']","['Instead of lashed bamboo, workmen constructed a colossal brick scaffold that mirrored the tomb. The scaffold was so enormous that foremen estimated it would take years to dismantle.  The Taj Mahal was constructed using materials from all over India and Asia.  It is believed over 1,000 elephants were used to transport building materials.  It took the efforts of 22,000 labourers, painters, embroidery artists and stonecutters to shape the Taj Mahal.  The translucent white marble was brought from Makrana, Rajasthan, the jasper from Punjab, jade and crystal from China.  The turquoise was from Tibet and the Lapis lazuli from Afghanistan, while the sapphire came from Sri Lanka and the carnelian from Arabia.  In all, twenty-eight types of precious and semi-precious stones were inlaid into the white marble.  According to the legend, Shah Jahan decreed that anyone could keep the bricks taken from the scaffold, and thus it was dismantled by peasants overnight.  A 15-kilometre (9.3 mi) tamped-earth ramp was built to transport marble and materials to the construction site and teams of twenty or thirty oxen pulled the blocks on specially constructed wagons.  An elaborate post-and-beam pulley system was used to raise the blocks into desired position.', ""It was commissioned in 1632 by the Mughal emperor Shah Jahan (reigned from 1628 to 1658) to house the tomb of his favourite wife, Mumtaz Mahal; it also houses the tomb of Shah Jahan himself. The tomb is the centrepiece of a 17-hectare (42-acre) complex, which includes a mosque and a guest house, and is set in formal gardens bounded on three sides by a crenellated wall.  Construction of the mausoleum was essentially completed in 1643, but work continued on other phases of the project for another 10 years.  The Taj Mahal complex is believed to have been completed in its entirety in 1653 at a cost estimated at the time to be around 32 million rupees, which in 2020 would be approximately 70 billion rupees (about U.S. $ 956 million).  The construction project employed some 20,000 artisans under the guidance of a board of architects led by the court architect to the emperor, Ustad Ahmad Lahauri .  The Taj Mahal was designated as a UNESCO World Heritage Site in 1983 for being 'the jewel of Muslim art in India and one of the universally admired masterpieces of the world's heritage'.  It is regarded by many as the best example of Mughal architecture and a symbol of India's rich history."", 'Taj Mahal History The Taj Mahal was built by one of the Mughal Emperors, Shah Jahan. Mughal dynasty had ruled much of the northern India from 16 th to 18 th century.  Shah Jahan had become the emperor of Agra in 1628.  Shah Jahan built Taj Mahal for his most favorite wife, Mumtaz Begum.  The ream name of Mumtaz Begum was Arjumand Banu Begum.  Shah Jahan cut off the hands of Taj Mahal workers so that they may not build one of its kinds.  Mumtaz begum died in 1631 after giving birth to the 14 th child.  The construction of Taj Mahal began the very next year in 1632.  Shah Jahan built Taj Mahal in the memory of Mumtaz Begum.  More than 20,000 workers and 1,000 elephants participated in the construction of Taj Mahal.  It took 21 years to complete the Taj Mahal.  Shah Jahan.  Taj Mahal facts for kids.  Photo by Tajmahal.org.uk Who Built Taj Mahal?  Ustad Ahmad Lahauri built Taj Mahal.  He was also spelled as Ahmad Lahori.  Ahmad Lahori was the Indian Persian descent.  He designed the complex mausoleum that reflected on the Islamic, Persian, and Mughal styles of architecture in the 17 th century.  In Which Year Taj Mahal was Built?  The construction of Taj Mahal had begun in 1632.  It continued to build under the reign of Shah Jahan.']"
21,139,1-3,Why did Larry Newton dislike 'What a wonderful world' by Louis Armstrong?,"[4, 4, 4]","['KILT_1944095-2', 'KILT_35509755-3', 'MARCO_49_1710547978-11']","[""According to Thiele's memoir, the recording session for this now-famous song was the scene of a major clash with ABC Records president Larry Newton, who had to be locked out of the studio after getting into a heated argument with Thiele over the song. 'What a Wonderful World' was credited to George Douglas or Stanley Clayton.  These are pseudonyms Thiele used, made from the names of his uncles, Stanley, Clayton, George, and Douglas.   In the late 1960s Thiele was often brought in to produce artists on the company's Bluesway Records label.  He produced the albums that graduated B.B. King toward the mainstream, including 'Lucille' (1967).  He also produced BluesWay recordings by John Lee Hooker, T-Bone Walker, and others.   After seven years with ABC Records, the parent of Impulse!, Thiele formed his own company, Flying Dutchman Productions, in 1968.  Thiele later formed his own record label, Flying Dutchman Records, which is now part of Sony Music Entertainment.  Later in his career Thiele formed Red Baron Records, which released a number of albums on compact disc, including three by the Bob Thiele Collective, each a different 'all-star' group which Thiele himself assembled and produced."", ""Afterward, Newton put no promotion effort into the single, calling it a mistake. 'What a Wonderful World' did not do well in the U.S. as a result, though it succeeded elsewhere in the world, including hitting #1 in the UK.  It remained essentially unknown in the United States until 20 years later, when it gained popularity after being used in the 1987 film 'Good Morning, Vietnam'.   In 1970, Newton became vice-president of ABC Pictures.  In 1972, Newton returned to the record business by co-founding and heading GSF Records.   Section::::Death.   Sometime in the 1940s, Newton married Dorothy Liberman '(aka' 'Dolly;' 1921–2014).  Both are buried at Star of David Memorial Gardens, North Lauderdale, Florida"", ""At one performance, he reportedly introduced the song with this explanation: 'Some of you young folks been saying to me: 'Hey, Pops – what do you mean, what a wonderful world? How about all them wars all over the place, you call them wonderful?' …But how about listening to old Pops for a minute?  Seems to me it ain't the world that's so bad but what we're doing to it, and all I'm saying is: see what a wonderful world it would be if only we'd give it a chance.  Love, baby, love.  That's the secret…' In October 1968, EMI forced ABC to release a U.S. album with the recording, but like the original single, it was never promoted for radio or retail, and did not do well.  After Armstrong passed away in July 1971, dying of heart failure at the age of 69, the record was re-released and enjoyed modest success.  But it wasn't until 1988, more than 20 years after its first recording, that the song found a bigger audience and grew in stature.  Movie poster for 1987-88 'Good Morning, Vietnam' film.  Click for DVD.""]"
22,148,2-5,What should I do next after getting an interview with a tech company?,"[4, 4, 4]","['MARCO_22_841431811-9', 'MARCO_40_1527364079-5', 'MARCO_43_1680282257-6']","[""Practice makes perfect If you've got tech interviews coming up, it's a good idea to get in the habit of working a a couple different coding challenges each day. They may not be the funnest thing in the world, but the more experience you have working on these types of problems the more confidence you'll have when presented with a new one.  In the same regard, you should not turn down any invitations to interview—even if you don't think that you'll take the job.  The reason for this is that you'll become more experienced with the process of taking interviews and feel more comfortable with each one you take.  That way, your confidence will show up when it really matters.  Another good tip is to practice coding in a plain text editor or with pen on paper.  If you've been programming for many years you may not realize how much you've come to rely on the IDE to autocomplete your syntax and point out errors immediately.  You likely won't have this available to you in the interview, especially if you're asked to code on a whiteboard during an on-site interview.  So get some practice coding your favorite language unassisted by the computer to become better at remembering proper syntax."", ""To learn the basics, I'd recommend my video series on data structures and algorithms. It's all on YouTube.  I've made these videos to make it as easy as possible to get to know this topic.  Since there are only 7 videos in this series, you'll need more material to learn more advanced topics.  There are several popular options for this, including: These Stanford courses on Coursera This MIT course on YouTube The Algorithm Design Manual by Skiena (a book) Algorithms (another book)  You should try a few of these and continue with the one you like the most.  Step 5: Prepare for coding interviews Coding interviews at companies like Google and Microsoft are hard, but it is somewhat straight-forward to prepare for them.  Once you have a solid understanding of data structures and algorithms, I'd recommend these three resources for practice: Leetcode — an interactive platform for practicing coding interview problems.  Cracking the Coding Interview — a popular book on coding interviews.  Daily Coding Problem — a mailing list that gives you one problem a day.  After practicing on your own for a few weeks, you should start doing mock interviews.  How to do mock interviews Basically, pair up with your friends, and give each other problems from the resources I mentioned above."", ""Interview tips for success Now that you are comfortable with how to handle the post-interview follow up, here are some interview tips that could help you in your next interview: Research the company first Before your interview, research the company to better understand what they do, what their hiring needs might be and basic information you might be expected to know to get your foot in the door. Sometimes interviewers open an interview with something like, 'Tell us what you know about us.'  You'll be better prepared to address the interviewer if you are prepared with some foundational information.  Practice answers to common interview questions Before you go into an interview, it's recommended you practice answers to common questions.  Questions like, 'Tell me about yourself,' or 'Why do you think you are a good fit for the position,' are likely to come up, so be prepared to answer them by practicing your answers.  Get familiar with the job description The job description offers insight as to what the company's needs are and what skills they are seeking in an employee.  Get familiar with the job description by spending time reviewing it in advance of the interview.""]"
23,148,1-5,What's another tip to break into the tech industry asides from having relevant qualifications?,"[4, 4, 4]","['MARCO_29_694799866-2', 'MARCO_50_2754107197-6', 'MARCO_53_1447978554-3']","['Opportunities are advertised online, by careers services and on websites such as Quality Jobs (the jobs website of the Chartered Quality Institute) and New Scientist Jobs. Some larger employers operate graduate training schemes in quality assurance; early applications for these are advisable.  For help with applying for engineering jobs and internships, take a look at our engineering CV and covering letter tips and our advice on filling out online applications Qualifications and training required Although a degree or higher national diploma (HND) in any subject may be acceptable for entry into the profession, you might find that an employer expects candidates to have studied a subject relevant to the industry in which they operate.  This might include materials science/technology, food science/technology, textile technology, polymer science/technology, process engineering, production engineering, physics or mathematics.  Some employers will look favourably on business studies/management qualifications, too.  For some positions, a postgraduate qualification or a technical degree background is necessary.  You can read our article on engineering postgraduate study to explore your options.  While qualifications are useful, you may be able to move into this career after spending time working for an employer in other areas – such as health and safety or quality control.', ""Checking out local job boards and seeking out your school's career resources are good places to start. But don't be afraid to reach out to local companies without visible internship job postings.  Sometimes a company could benefit from an intern but hasn't yet considered the need for one.  You'll never know unless you ask, so being proactive is always a good idea.  5.  Network, network, network!  Never underestimate the power of meeting in person—especially in the tech industry.  IT is a surprisingly collaborative field, so candidates who can represent their ability to connect with other professionals (e.g., dropping a comment like 'my mentor suggested…' in a job interview) will stand out from candidates who go it alone.  'Go to professional networking events for the areas you want to get into,' Buickians advises.  Whether for BSA, project management, software engineering, QA or another niche, it's helpful to learn about the projects these professionals are working on and think about ways you may be able to help them.  Consider asking to shadow them if they're open to it.  'You may also find a mentor to help you in your career development,' she adds."", ""You'll get a feeling of accomplishment, which will help keep you from getting discouraged. You'll be able to list programming experience on your resume.  3: Be willing to take a pay cut It's no secret that the economy is a wreck right now.  The common theme I keep hearing is that while there are some jobs out there, the pay packages are really tight.  Many employers are locking people into lower salaries and 'resetting' the pay levels.  Recent college graduates (many of whom are finding themselves unemployed for months after graduation) are the competition at entry level.  In addition, most recent graduates do not have the financial obligations that experienced workers do and are willing and able to work for less money than someone who has been out of school long enough to have a mortgage, a family, and a car payment.  Entry-level positions are also the ones most vulnerable to offshoring.  Unfortunately, the overall trend in development is that the first five years or so of a career are getting increasingly difficult.  4: Look at non-programming development jobs There are plenty of positions on a development team that are not hands-on development jobs, but will help get you closer to your goal.""]"
24,149,2-5,Are algorithms really biased against people of colour,"[4, 4, 4]","['KILT_57559533-3', 'MARCO_14_257204425-4', 'MARCO_47_952090624-1']","[""In 2016, Noble edited 'Emotions, Technology & Design' and 'The Intersectional Internet: Race, Sex, Culture and' 'Class Online .' She the co-editor of the Commentary & Criticism section of the Journal of Feminist Media Studies.  She is a member of several academic journal and advisory boards, including 'Taboo: The Journal of Culture and Education', and the 'Journal of Critical Library and Information Studies'.   Section::::Research.:'Algorithms of Oppression'.   Noble's first book, 'Algorithms of Oppression', was published by NYU Press in 2018.  It considers how bias against people of color is embedded into supposedly neutral search engines.  It explores how racism, especially anti-blackness, is generated and maintained by the internet.  In it, Noble is greatly concerned with looking at the ways the Black community is commercialized in powerful technological companies.  She focuses on the monopoly company Google and how their algorithm 'black-box[es]' information.  This idea that when you enter something into the search engine, you get a result, but you don't know how the results were made.  Noble's work calls attention and hope to raise awareness to this system that many people who are systematically marginalized have no understanding."", ""Search Engines Aren't Perfect Safiya Umoja Noble, a USC Annenberg communications professor says that the values of the internet reflect the people who made it, mostly white, Western men. She explains that minorities and women aren't fairly represented on the internet.  This is also an issue with the search engines that people use to find information on the internet.  One counterargument though, is that the search engines themselves aren't the problem.  If the information they are crawling is biased, that same bias will be introduced into their search results.  'When we start getting into more complicated concepts around identity, around knowledge, this is where search engines start to fail us.  This wouldn't be so much of a problem except that the public really relies upon search engines to give them what they think will be the truth, or something vetted, or something that's credible' Noble said.  Search engines and social media companies alike are discussing artificial intelligence and how they can apply it to clean up content on their sites.  Unfortunately, if the AI used to sort and filter content is based on existing information and algorithms, the existing biases will be reinforced, not fixed.  AI is a valuable tool, but it won't help search engines or sites like Facebook deliver more neutral content."", ""Racial bias is baked into algorithms doctors use to guide treatment Racial bias is baked into algorithms doctors use to guide treatment California man who died in custody was restrained on his stomach for 5 minutes and lost consciousness, police body camera shows Uproar over Mike Pence's memoir highlights growing conflicts in publishing, experts say Doctors use algorithms to help guide their medical care, such as whether a patient should get breast cancer screening or whether they should undergo a cesarean section to give birth — but many of these algorithms have racial biases, according to a new study.  © Provided by Live Science black couple providing medical information to health care worker These algorithms, which are adjusted in some way to account for patients' race or ethnicity, may lead to worse care for Black patients — for instance, by delaying life-saving heart failure treatment or preventing them from donating or receiving kidneys, according to the research.  Many of these biased algorithms use outdated, incorrect or even nonexistent scientific rationale to adjust patients' scores based on race, and 'guide decisions in ways that may direct more attention or resources to white patients than to members of racial and ethnic minorities,' according to the report, published June 17 in the New England Journal of Medicine .""]"
25,149,1-1,Are search engines biased?,"[4, 4, 4]","['KILT_4059023-13', 'MARCO_18_2680083328-16', 'MARCO_41_1834051265-1']","[""South Korea's homegrown search portal, Naver, is used for 70 percent of online searches in the country. Yahoo!  Japan and Yahoo!  Taiwan are the most popular avenues for Internet searches in Japan and Taiwan, respectively.   Section::::Market share.:Europe.   Most countries' markets in Western Europe are dominated by Google, except for Czech Republic, where Seznam is a strong competitor.   Section::::Search engine bias.   Although search engines are programmed to rank websites based on some combination of their popularity and relevancy, empirical studies indicate various political, economic, and social biases in the information they provide and the underlying assumptions about the technology.  These biases can be a direct result of economic and commercial processes (e.g., companies that advertise with a search engine can become also more popular in its organic search results), and political processes (e.g., the removal of search results to comply with local laws).  For example, Google will not surface certain neo-Nazi websites in France and Germany, where Holocaust denial is illegal.   Biases can also be a result of social processes, as search engine algorithms are frequently designed to exclude non-normative viewpoints in favor of more 'popular' results.  Indexing algorithms of major search engines skew towards coverage of U.S.-based sites, rather than websites from non-U.S. countries."", ""Yahoo! Japan and Yahoo!  Taiwan are the most popular avenues for Internet searches in Japan and Taiwan, respectively.  China is one of few countries where Google is not in the top three web search engines for market share.  Google was previously a top search engine in China, but had to withdraw after failing to follow China's laws.  Europe Most countries' markets in the European Union are dominated by Google, except for the Czech Republic, where Seznam is a strong competitor.  Search engine bias Although search engines are programmed to rank websites based on some combination of their popularity and relevancy, empirical studies indicate various political, economic, and social biases in the information they provide and the underlying assumptions about the technology.  These biases can be a direct result of economic and commercial processes (e.g., companies that advertise with a search engine can become also more popular in its organic search results), and political processes (e.g., the removal of search results to comply with local laws).  For example, Google will not surface certain neo-Nazi websites in France and Germany, where Holocaust denial is illegal.  Biases can also be a result of social processes, as search engine algorithms are frequently designed to exclude non-normative viewpoints in favor of more 'popular' results."", ""Is Google Biased?  New 2021 Case Study Is Google Biased?  We Analyzed 50 Key Politically-Driven Topics to Find Out June 13, 2020 June 12, 2020 by Nathan Gotch Is Google biased against conservatives?  The short answer is not likely.  Based on our data-driven study, we found that 63% of Google's search results were non-partisan.  While 32% of the results came from left-leaning publications versus 5% of results coming from right-leaning websites.  Now you may see 32% vs 5% and think that Google is biased.  But here's the truth: The lopsided results are because of Search Engine Optimization (SEO), not because Google's algorithm is biased.  Let's dive into the case study.  Google Liberal Bias: Does It Exist?  63% of Results are Non-Partisan While 63% is almost a failing score in school, it's impressive that an algorithm can be so effective.  316 of the results were from non-partisan and unbiased websites.  Websites that present facts.  Not opinions.  This is super important for politically-driven topics where there tends to be lots of misinformation or ' fake news '.""]"
26,141,2-9,I know that there are similar schemes to Ponzi schemes. Can you compare them?,"[4, 4, 4]","['KILT_47185-6', 'MARCO_15_401680439-3', 'MARCO_15_600646838-2']","[""External market forces, such as a sharp decline in the economy (for example, the Madoff investment scandal during the market downturn of 2008), cause many investors to withdraw part or all of their funds.  Actual losses are extremely difficult to calculate.  The amounts that investors thought they had, were never attainable in the first place.  On the other hand, they could have invested differently without being scammed.  The wide gap between 'money in' and 'fictitious gains' make it virtually impossible to know how much was lost in any Ponzi scheme.   Section::::Similar schemes.   A pyramid scheme is a form of fraud similar in some ways to a Ponzi scheme, relying as it does on a mistaken belief in a nonexistent financial reality, including the hope of an extremely high rate of return.  However, several characteristics distinguish these schemes from Ponzi schemes:  BULLET::::- In a Ponzi scheme, the schemer acts as a 'hub' for the victims, interacting with all of them directly.  In a pyramid scheme, those who recruit additional participants benefit directly.  (In fact, failure to recruit typically means 'no' investment return.)"", ""Ponzi/Pyramid Schemes A Ponzi scheme (named after 1920's swindler Charles Ponzi) is a ploy wherein earlier investors are repaid through the funds deposited by subsequent investors. Charles Ponzi took investors for $10 million by promising 40 percent returns from arbitrage profits on International Postal Reply Coupons.  In a Ponzi scheme, the underlying investment claims are usually entirely fictional; very few, if any, actual physical assets or investments generally exist.  As the number of total investors grows and the supply of potential new investors dwindles, there is not enough money to pay off promised returns and cover investors who try to cash out.  A Ponzi bubble will burst when the con artist simply cannot keep up with the payments investors are expecting to receive.  When the scheme collapses (as it always does), investors may lose their entire investment in the fraud.  In many cases, the perpetrator will have spent investment money on personal expenses, depleting funds and accelerating the bursting of the bubble.  Similarly, a pyramid scheme is a fraudulent multi-level marketing strategy whereby investors earn potential returns by recruiting more and more other investors.  Multi-level marketing strategies are not intrinsically fraudulent, and there are many legitimate multi-level marketing companies offering various consumer products and services."", ""Each recruit is required to pay an 'investment' to the recruiter above him and to recruit more investors. If any recruit can get just ten recruitments under him, he or she will make back his initial investment plus a small profit.  This process continues until there are no longer any recruits to be found and the lower level can no longer support the upper levels.  There are some variations on this basic model.  How Do Pyramid Schemes Differ from Ponzi Schemes?  Experts disagree as to whether Ponzi schemes are pyramid schemes.  Certainly, there are similarities between the two.  While Ponzi schemes are certainly fraudulent, they are not necessarily hierarchical in nature, which is one of the defining characteristics of the pyramid scheme.  Additionally, in a Ponzi scheme, 'investors' are not asked to recruit others, nor are they told where their payoff would come from.  In this sense, Ponzi schemes operate at a level that is vaguer than the traditional pyramid scheme.  How Do Pyramid Schemes Differ from Multi-Level Marketing?  Although multi-level marketing (MLM) is similar to a pyramid scheme in that sellers are encouraged to bring in others who work under them, the key difference is that MLM companies offer a concrete product that is sold to consumers.""]"
27,141,1-5,What should I do next if I have been approached by an investment scam?,"[4, 4, 4]","['MARCO_03_1313806317-3', 'MARCO_27_1202500253-8', 'MARCO_30_836743920-9']","[""Pension cold-calling banned Nuisance calls about pensions are now illegal. If you receive a cold call about your pension, report it to the Information Commissioner's Office on 0303 123 1113.  Report a call online How can I avoid pension scams?  If you're considering investing your pension pot, talk to an adviser regulated by the Financial Conduct Authority (FCA).  Find an independent financial adviser through Unbiased.co.uk Check the FCA's register of firms, individuals or financial services Check the FCA's list of unauthorised firms and individuals Use the FCA's Warning List tool to check the risks associated with an investment opportunity Your pension pot Visit the Government's Pension Wise website for more information about your pension pot options, or call 0800 138 3944 to register your interest for an appointment.  Visit Pension Wise What should I do if I'm targeted by a pension scam?  If you think someone might be trying to scam you don't be embarrassed to report it, it can happen to anyone.  Report it to the Information Commissioner's Office online or by calling 0303 123 1113.  If you've been a victim of a scam, report it to the police and also contact Action Fraud.  The information you give to Action Fraud can help track down the scammer."", ""Probably too late by now but should stop you from putting more in. No timeline for exit.  Why buy in if you cannot get out?  Even fixed deposits have a timeline where you can withdraw.  There are also many recent cases near Brunei such as the JJ Poor-To-Rich clampdown in Malaysia where about 400,000 people were scammed!  That's nearly the whole of Brunei's population for comparison!  What can I do about Investment Scams?  If, from the red flags, you believe an individual or company is not as legit as they seem, you should: Do your research.  Check online if the company is really what they seem.  Note that they might have created a website to make it more believable.  Do not be pressured to join or invest.  They will usually want you to take action almost immediately.  Better to lose the opportunity rather than lose all your money.  If you have been cheated, report the case to your nearest police station.  You can also report to the Monetary Authority of Brunei Darussalam if you suspect a fraudulent investment product.  3.  Social Media Scam Nowadays, social media is all the rage especially in Brunei which was found to have the highest social media usage in the ASEAN region!"", ""The FBI monitors scams in the United States and they too will pursue widespread scams affecting a significant number of people. Go to the Internet Crime Complaint Center to file a report.  The FBI also offers an informative video about reporting scams related to Internet Crime.  Consider notifying your local Attorney General or other authorities.  It's possible that a county or state Attorneys General office is pursuing scams that affect a large population in their jurisdiction.  If they apprehend the scammers and are able to recover any money you could be eligible for financial recovery.  To find a local AG office, do a search for 'Attorney General + (zip code) on Google and a list will appear.  Go to their website and do a search for scams and a page to file a report should appear in the results.  You could also reach out to state consumer protection agencies.  Go to USA.gov and search for 'state consumer protection offices.'  Another resource is the Financial Industry Regulatory Authority.  They offer a recovery checklist for victims of investment scams.  Please keep in mind: Consumers who have been contacted by scammers could have had their personal information breached.  TotalScam!™ highly recommends that consumers whose information has been breached obtain identity theft protection service immediately.  There are several companies that offer identity theft protection in the US.""]"
28,136,1-1,What was the basis of the Watergate scandal?,"[4, 4, 3]","['MARCO_54_811879338-1', 'MARCO_57_1227170091-2', 'KILT_2090607-3']","[""Watergate scandal - definition of Watergate scandal by The Free Dictionary Watergate scandal Also found in: Thesaurus, Legal, Encyclopedia, Wikipedia .  Thesaurus AntonymsRelated WordsSynonymsLegend: Switch to new thesaurus Noun 1.  Watergate scandal - a political scandal involving abuse of power and bribery and obstruction of justice; led to the resignation of Richard Nixon in 1974 Watergate Based on WordNet 3.0, Farlex clipart collection.  © 2003-2012 Princeton University, Farlex Inc. Want to thank TFD for its existence?  Tell a friend about us, add a link to this page, or visit the webmaster's page for free fun content .  Link to this page: <a href='https://www.thefreedictionary.com/Watergate+scandal'>Watergate scandal</a> Mentioned in ?  deep throat disposal fighting Ford Gerald Rudolph Graham Graham Katharine Meyer Nixon Nixon Richard Milhous President Nixon Richard M. Nixon Richard Milhous Nixon Richard Nixon Watergate Dictionary browser ?"", ""(More) Question Updated 144 days ago|9/11/2020 8:50:28 PM 0 Answers/Comments _______ was the scandal involving a break-in at the Democratic headquarters and President Nixon's cover-up of the incident. Weegy: Watergate Scandal was the scandal involving a break-in at the Democratic headquarters and President Nixon's cover-up of the incident.  (More) Question Updated 144 days ago|9/11/2020 10:33:06 PM 0 Answers/Comments 33,205,070 questions answered"", ""BULLET::::- June 17, 1972: The plumbers are arrested at 2:30 a.m. in the process of burglarizing and planting surveillance bugs in the Democratic National Committee offices at the Watergate Building Complex.  BULLET::::- June 20, 1972: Reportedly based on a tip from Deep Throat (associate director of the FBI, Mark Felt), Bob Woodward reports in the 'Washington Post' that one of the burglars had E. Howard Hunt in his address book and possessed checks signed by Hunt, and that Hunt was connected to Charles Colson.   BULLET::::- June 23, 1972: In the Oval Office, H.R. Haldeman recommends to President Nixon that they attempt to shut down the FBI investigation of the Watergate break-in, by having CIA Director Richard Helms and Deputy Director Vernon A. Walters tell acting FBI Director L. Patrick Gray to, 'Stay the hell out of this'.  Haldeman expects Gray will then seek and take advice from Deputy FBI Director Mark Felt, and Felt will obey direction from the White House out of ambition.  Nixon agrees and gives the order.  The conversation is recorded.   BULLET::::- September 15, 1972: Hunt, Liddy, and the Watergate burglars are indicted by a federal grand jury.""]"
29,136,1-13,What effects did the Watergate scandal have on President Nixon's legacy?,"[4, 4, 3]","['MARCO_06_1902336129-3', 'MARCO_08_1153244116-2', 'KILT_14458938-57']","[""Stephen Lovekin/Getty Images Later in life Nixon's reputation was rehabilitated, as his roles in helping the civil rights movement and opening diplomatic channels between the West, Soviet Russia and Mao's China, were acknowledged and praised. Before his death in 1994, Nixon was acknowledged by many as a respected elder statesman, rather than a criminal.  David McNew/Getty Images Share More"", ""Nixon had won reelection in 1972 by a landslide and began his second term with a lofty 68% Gallup Poll approval rating in January 1973. But the Watergate scandal – which started with an effort to bug the Democratic National Committee office at the Watergate Hotel and subsequent efforts to cover it up – quickly took a heavy toll on those ratings, especially when coupled with a ramp-up in public concerns about inflation.  By April, a resounding 83% of the American public had heard or read about Watergate, as the president accepted the resignations of his top aides John Ehrlichman and H.R. Haldeman.  And in turn, Nixon's approval ratings fell to 48%.  But that was just the beginning of the toll the scandal would take on the president that year.  The televised Watergate hearings that began in May 1973, chaired by Sen. Samuel Ervin, commanded a large national audience – 71% told Gallup they watched the hearings live.  And as many as 21% reported watching 10 hours or more of the Ervin proceedings.  Not too surprisingly, Nixon's popularity took a severe hit.  His ratings fell as low as 31%, in Gallup's early August survey.  The public had changed its view of the scandal."", ""Nixon's onetime opponent George McGovern commented in 1983, 'President Nixon probably had a more practical approach to the two superpowers, China and the Soviet Union, than any other president since World War II [ ...]  With the exception of his inexcusable continuation of the war in Vietnam, Nixon really will get high marks in history.'  Political scientist Jussi Hanhimäki disagrees, saying that Nixon's diplomacy was merely a continuation of the Cold War policy of containment by diplomatic, rather than military means.  Historian Keith W. Olson has written that Nixon left a legacy of fundamental mistrust of government, rooted in Vietnam and Watergate.  Another legacy, for a time, was a decrease in the power of the presidency as Congress passed restrictive legislation like the War Powers Act and the Congressional Budget and Impoundment Control Act of 1974.   Section::::Further reading.   BULLET::::- Dallek, Robert, 'Nixon and Kissinger: Partners in Power'.  HarperCollins, 2007.   BULLET::::- Garrison, Jean A. 'Games Advisors Play: Foreign Policy in the Nixon and Carter Administrations' (1999) online  BULLET::::- Graff, Henry F., ed.  'The Presidents: A Reference History' (3rd ed.  2002)  BULLET::::- Hanhimäki, Jussi.""]"
